name	full_name	id	description	language	size	watchers	forks	stargazers_count
YOSS	boneheadmed/YOSS	1299243	Retro Space Shooter in HTML5 and created with the Impact Javascript Game Engine. Try it at http://yoss.tapjs.com/	JavaScript	174	5	1	5
4kg	andrewrabon/4kg	1650325	(No longer under active development.) An HTML5-based retro platformer based on the Akihabara game engine.	JavaScript	7753	5	2	5
Bang	sephirot47/Bang	50937721	Bang 3D Game Engine and Editor. Made with C++, OpenGL, and QT for the editor window stuff.	C++	589959	5	0	5
Titanium-Reindeer	Rybadour/Titanium-Reindeer	2956975	A novel attempt at creating a game engine for the web. Currently targets the canvas tag of HTML 5 for rendering. Written in Haxe and compiles to Javascript. This is not the final product by any means, I'm still working out the kinks!	Haxe	1514	5	2	5
web-boards	rzymek/web-boards	11843405	Game engine for playing online adaptations of board wargames. Is inspired by VASSAL, but allows play diractly via browser (on desktop or smartphone).	JavaScript	89624	5	0	5
LusionEngine	ordovician/LusionEngine	185215	Lua 2D Game Engine. Used for making classic 2D games in Lua. Engine itself is written in C++ but has a Lua API for game logic.	C++	651	5	0	5
ConwayLife3D	psfblair/ConwayLife3D	37627232	A version of John Horton Conway's Game of Life extended to three dimensions, using the Unity game engine with scripts written in F#.	F#	712	5	0	5
coincidental	parnham/coincidental	793133	A C# wrapper for db4o that provides concurrent-read/single-write access to objects for use in a web-based game engine. It provides automatic transparent persistence without requiring post-build manipulation.	C#	145	5	0	5
Play-Game-Services-Android-Module-for-Godot	ranmaru90/Play-Game-Services-Android-Module-for-Godot	60445292	Works with Godot's 2.0 / 2.1 BRANCHES ONLY. Features leaderboards and achievements. This is an Android module for the Godot game engine to enable Google Play Services in Android builds.	Java	26	5	0	5
soft-voxels	johnnyscott/soft-voxels	2305796	Attempt at robust OpenGl ES 2.0 game engine prototype for refactor for Android and iPhone/iPad game development. Runs in webGl enabled browser (chrome, safari, firefox but firefox sucks like everybody knows when it comes to performance)	JavaScript	1876	5	0	5
Orion-Game-Engine	jcsnider/Orion-Game-Engine	29765508	Simple 2D ORPG game engine written in VB.Net.	Visual Basic	6204	4	13	4
quantum-python-game-engine	thephoeron/quantum-python-game-engine	13715159	A straightforward object-oriented interactive fiction game engine to demonstrate quantum algorithms for agent-based AI pathfinding and heuristics, powered by D-Wave's Python Pack.	Python	144	4	15	4
LuaGameEngine	koolhazz/LuaGameEngine	18833923	GameServer Engine by lua	C++	3721	4	3	4
Lehirti-Game-Engine	Lehirti/Lehirti-Game-Engine	3610872	A simple game/interactive story engine (text and images) written in Java	Java	18455	4	4	4
OpenGL4.5-GameEngine	ReDEnergy/OpenGL4.5-GameEngine	32180410	3D Game Engine	C++	142206	4	3	4
hexengine	shawndeprey/hexengine	9615746	HTML5 Game Engine	JavaScript	57577	4	4	4
game_engine	tmahmood/game_engine	77108	A game engine for fun and learning	C	1332	4	1	4
HTML5-Game-Engines	AtomizerSoftware/HTML5-Game-Engines	4490790	Evaluation and demos of Crafty, melonJS, IMPACT game engines.	JavaScript	12329	4	4	4
Wrench.2014	SoundAxis/Wrench.2014	23268754	C++ OpenGL game engine.	C	16162	4	3	4
engine	mafiagameir/engine	42793615	mafia(werewolf) game engine	Java	153	4	3	4
Purity2D	vheuken/Purity2D	10145493	A 2D game engine	C	28215	4	3	4
harsh	XProger/harsh	11260080	Harsh Game Engine	C	1638	4	3	4
Platino-Projects	Sighillrob/Platino-Projects	13423814	Projects built using the Platino Game Engine.	JavaScript	7105	4	7	4
Kanity	Chikuwabu/Kanity	56342587	Simple game engine.	D	1402	4	2	4
carre.js	padenot/carre.js	3660179	Tiled-base game engine.	JavaScript	48380	4	3	4
engine	Critical-Hit/engine	19882109	Modular C++ game engine	C++	12962	4	4	4
CardGameEngine	kevlarut/CardGameEngine	29765022	A card game engine using Angular.	JavaScript	344	4	0	4
unnamed-game-engine	jgworks/unnamed-game-engine	1679	UGE is a python text-based, rouge-like, game engine using OpenGL.	Python	92	4	0	4
Basic-Game-Engine	in2gpu/Basic-Game-Engine	32274185	Basic Game Engine	C	300	4	1	4
SignleGameEngine	DumoeDss/SignleGameEngine	62684970	基于DirectX9与Qt 的游戏引擎	C++	20227	4	0	4
aurora-game-engine	glatigny/aurora-game-engine	8054588	The game engine developed by Jean-Matthieu COULON and Jerome GLATIGNY for "Aurora Studio"	C	14636	4	1	4
HTML-Game-Engine	v42/HTML-Game-Engine	2330934	HTML Game Engine	JavaScript	1337	4	0	4
krig-game-engine	srobbibaro/krig-game-engine	17970219	Krig Game Engine	C++	4818	4	0	4
AnyTableGameEngine	blamarche/AnyTableGameEngine	2937705		PHP	2031	4	0	4
pap	viticm/pap	14420734	open code game engine	C++	100750	4	1	4
GT	Triangle345/GT	9739081	Go Graphics/Game engine	Go	2619	4	2	4
sandvox	zeux/sandvox	18916507	Experimental voxel-based game engine	C++	1464	4	2	4
orpgl	mebyz/orpgl	1228954	nodejs webgl multiplayer game engine	JavaScript	64095	4	2	4
neon2d	neon2d/neon2d	53003578	a simple c# game engine	C#	1158	4	2	4
altertum	v3n/altertum	41336589	Data-Driven Game Engine	C++	4290	4	2	4
pgui	DCubix/pgui	38053012	Blender Game Engine GUI System	Python	126	4	2	4
simpleGame	twopiharris/simpleGame	9396623	Basic Game Engine for JavaScript	JavaScript	179	4	2	4
lycan	GreenPix/lycan	51667571	Game engine	Rust	128	4	2	4
wagic	gbraad/wagic	4011253	A Multi-platform Card game Engine	C++	134841	4	3	4
FlatRedBall	vchelaru/FlatRedBall	49612213	Repository for the FlatRedBall Game Engine	C#	133542	4	3	4
F.core	tyt2y3/F.core	4461807	A programming library for building HTML5 game engines.	JavaScript	727	4	4	4
zerk	kristophjunge/zerk	9137603	JavaScript Game Engine	JavaScript	3066	4	1	4
kgmEngine	nocs13/kgmEngine	2061189	karakal game engine	C	33364	4	0	4
Gaza-2D-Game-Engine	joelverhagen/Gaza-2D-Game-Engine	1519417	A 2D game engine written in C++ for use with SFML. I am coding the card game Set along side the engine development.The code is currently in very early stages.	C++	340	4	0	4
iris	dev-random-games/iris	11185703	2D game engine	Java	2506	4	0	4
MCS-Engine	nupamore/MCS-Engine	53035934	Mini html5 Canvas Sprite game Engine	JavaScript	7	4	2	4
Spadengine	Toopala/Spadengine	49644872	Student 3d OpenGL game engine project	C++	183075	4	4	4
Vajra	VajraFramework/Vajra	13383969	Vajra -- cross platform game engine / framework	C++	81170	4	2	4
Orion	sargentsurg/Orion	30726419	WebGL Game Engine	JavaScript	5183	4	0	4
Merkurius	akohen/Merkurius	7162482	Merkurius Game Engine	Java	36725	4	0	4
2048	mamachanko/2048	17801475	"2048" Python game engine	Python	304	4	1	4
Joge	MoncefYabi/Joge	15210538	Java OpenGL Game Engine	Java	4080	4	0	4
Space-Shooter-Android	JTronLabs/Space-Shooter-Android	37564088	Deprecated arcade shooter with custom Android game engine.	Java	322327	4	2	4
AndiEngine	andiCR/AndiEngine	8757112	Basic Android Game Engine	Java	2596	4	0	4
Ragnarok	Racoonacoon/Ragnarok	5681034	Game Engine for PyGame	Python	217	4	1	4
incarnadine	DanielCollins/incarnadine	1310806	A 3D game engine	Rust	31618	4	0	4
lovejs	mteam/lovejs	3755942	JavaScript 2D game engine	JavaScript	908	4	0	4
research	ProjectDreamland/research	50466936	Research on the game engine/decompiled game code 	C	7839	4	2	4
Agnostik-Engine	Basez/Agnostik-Engine	38234601	Cross-platform Game Engine	C	132210	4	0	4
BulletUnity3D	sanglin307/BulletUnity3D	7888776	Use Bullet physics engine in Unity3D game engine 	C#	1528	4	2	4
multiplay	christianblunden/multiplay	13546210	A skeleton multiplayer game engine to demonstrate clojurescript, web-sockets and core.async	JavaScript	311	4	4	4
wamt.js	greenlaw110/wamt.js	1999080	HTML5 2D Game Engine	JavaScript	407	4	0	4
wayfarer	adrianpike/wayfarer	539184	Wayfarer Javascript Game Engine	JavaScript	164	4	0	4
piston-falling-sand-prototype	anmej/piston-falling-sand-prototype	38112878	Falling Sand game prototype, using Piston game engine	Rust	61	4	2	4
luxengine	lukesalisbury/luxengine	14421648	Flexible 2D Game Engine	C++	15817	4	0	4
rust-gravity-worm-ii	alexchandel/rust-gravity-worm-ii	25287745	A Gravity Worm clone written in Rust, using the Piston game engine.	Rust	233	4	4	4
